1,5,400
2,8,400
3,8,400
4,2,163
5,0,14
6,1,400
7,5,133
8,0,400
9,2,9
10,7,400
11,7,400
12,5,400
13,8,400
14,7,400
15,10,400
16,10,400
17,11,400
18,1,65
19,3,96
20,3,400
21,0,13
22,8,400
23,0,5
24,8,400
25,8,400
26,5,66
27,3,203
28,12,400
29,5,279
30,5,242
31,0,400
32,11,400
33,0,47
34,6,400
35,6,400
36,2,105
37,10,400
38,7,190
39,9,400
40,2,400
41,5,400
42,9,400
43,5,195
44,2,22
45,0,400
46,1,170
47,1,400
48,10,400
49,9,133
50,12,400
51,11,400
52,13,400
53,6,245
54,7,400
55,6,400
56,4,400
57,4,400
58,11,400
59,5,146
60,11,400
61,2,147
62,2,119
63,2,136
64,11,400
65,7,170
66,7,400
67,0,400
68,1,400
69,3,180
70,1,5
71,6,400
72,8,400
73,4,400
74,0,400
75,3,400
76,1,400
77,12,400
78,2,146
79,4,400
80,12,400
81,8,257
82,3,400
83,9,400
84,3,400
85,7,400
86,7,400
87,8,400
88,6,400
89,1,48
90,4,400
91,5,400
92,8,400
93,7,400
94,7,330
95,2,24
96,0,48
97,1,400
98,0,9
99,11,400
100,3,166
101,3,400
102,7,400
103,3,35
104,1,51
105,2,400
106,5,400
107,1,121
108,7,400
109,1,400
110,4,43
111,8,400
112,5,400
113,1,400
114,8,315
115,8,400
116,1,400
117,13,400
118,0,8
119,1,39
120,3,400
121,3,79
122,5,400
123,6,400
124,2,400
125,10,400
126,2,400
127,4,400
128,2,8
129,11,219
130,9,400
131,1,361
132,11,400
133,7,174
134,5,400
135,5,400
136,0,400
137,6,400
138,2,400
139,2,46
140,9,400
141,6,268
142,1,154
143,12,400
144,12,400
145,6,400
146,6,400
147,0,400
148,2,400
149,5,211
150,12,400
151,9,400
152,0,5
153,13,400
154,8,265
155,2,400
156,4,400
157,9,400
158,5,400
159,3,400
160,1,158
161,10,400
162,1,400
163,3,400
164,2,76
165,3,400
166,2,322
167,9,400
168,8,400
169,9,400
170,11,400
171,0,43
172,5,400
173,3,400
174,0,5
175,4,400
176,9,400
177,4,134
178,2,400
179,2,131
180,12,400
181,9,400
182,6,400
183,0,400
184,7,352
185,11,400
186,8,400
187,3,400
188,5,259
189,4,400
190,1,400
191,3,400
192,0,28
193,4,400
194,3,400
195,4,400
196,5,217
197,0,400
198,8,400
199,7,400
200,11,400
201,5,60
202,9,400
203,6,400
204,3,400
205,8,400
206,3,400
207,6,400
208,5,400
209,3,400
210,3,400
211,4,400
212,1,400
213,9,400
214,5,400
215,6,400
216,3,400
217,8,400
218,4,400
219,5,400
220,5,97
221,7,400
222,2,14
223,5,400
224,11,400
225,3,263
226,12,400
227,1,400
228,7,400
229,7,400
230,0,6
231,8,400
232,15,400
233,2,400
234,6,400
235,9,400
236,16,400
237,5,400
238,1,400
239,3,112
240,2,33
241,11,400
242,2,400
243,6,400
244,6,400
245,8,400
246,6,400
247,2,400
248,12,369
249,6,400
250,13,230
251,9,400
252,0,5
253,7,400
254,4,400
255,2,400
256,2,331
257,6,400
258,5,400
259,3,124
260,14,243
261,6,400
262,3,400
263,9,400
264,11,263
265,1,400
266,1,26
267,9,400
268,9,400
269,7,400
270,9,400
271,4,400
272,9,341
273,8,114
274,0,13
275,0,5
276,7,400
277,0,400
278,6,400
279,6,400
280,6,400
281,3,400
282,12,400
283,2,400
284,2,28
285,9,400
286,4,400
287,10,400
288,1,95
289,2,209
290,0,400
291,2,400
292,5,400
293,5,400
294,0,5
295,9,400
296,1,16
297,0,400
298,7,119
299,10,330
300,5,400
301,3,400
302,8,400
303,2,400
304,10,400
305,1,17
306,2,400
307,8,400
308,7,400
309,4,400
310,2,400
311,8,31
312,8,400
313,7,400
314,2,400
315,0,400
316,1,73
317,5,400
318,3,400
319,3,400
320,9,400
321,4,400
322,7,400
323,7,400
324,3,400
325,4,171
326,6,400
327,8,262
328,11,400
329,1,400
330,8,400
331,2,400
332,1,400
333,1,400
334,3,400
335,1,400
336,7,400
337,0,5
338,1,400
339,7,400
340,1,58
341,0,11
342,1,44
343,10,400
344,3,400
345,0,52
346,3,89
347,6,81
348,9,400
349,0,55
350,0,9
351,1,400
352,6,400
353,6,352
354,11,400
355,1,400
356,2,8
357,4,182
358,6,400
359,5,400
360,9,400
361,5,400
362,3,400
363,4,166
364,7,400
365,1,400
366,4,35
367,4,400
368,7,400
369,0,5
370,9,400
371,3,400
372,4,12
373,8,400
374,5,400
375,5,400
376,9,400
377,4,400
378,10,400
379,4,400
380,7,400
381,3,166
382,4,400
383,7,400
384,1,14
385,9,176
386,9,400
387,1,400
388,0,400
389,2,400
390,0,400
391,4,400
392,4,400
393,8,112
394,4,108
395,5,400
396,5,400
397,7,400
398,6,202
399,6,99
400,4,400
401,7,400
402,10,400
403,12,400
404,9,400
405,4,182
406,1,400
407,1,400
408,2,27
409,5,400
410,5,400
411,4,400
412,5,400
413,5,400
414,5,400
415,7,400
416,4,400
417,5,94
418,8,219
419,8,400
420,1,21
421,2,400
422,3,400
423,2,235
424,4,400
425,3,400
426,1,400
427,14,400
428,1,16
429,2,374
430,5,400
431,1,400
432,6,400
433,5,400
434,9,400
435,8,129
436,2,400
437,0,14
438,9,400
439,2,13
440,0,400
