1,0,8,-87
2,0,14,-113
3,0,56,-389
4,0,6,-90
5,0,25,-129
6,0,15,-157
7,0,7,-11
8,0,4,-46
9,0,6,-34
10,1,66,-506
11,0,45,-372
12,0,4,-79
13,0,10,-68
14,2,96,-698
15,0,19,-207
16,0,9,-69
17,0,5,-102
18,0,11,-95
19,0,26,-226
20,0,47,-303
21,0,10,-90
22,0,7,-102
23,0,34,-184
24,0,33,-231
25,0,5,-90
26,0,12,-89
27,0,10,-72
28,0,13,-90
29,0,7,-1
30,0,8,-99
31,0,67,-369
32,0,5,-58
33,0,4,-72
34,0,47,-331
35,0,68,-501
36,0,27,-162
37,0,22,-158
38,0,4,-62
39,0,8,-37
40,0,6,-39
41,0,6,-77
42,0,8,-54
43,0,31,-254
44,0,10,-88
45,0,4,-93
46,0,6,-62
47,0,31,-205
48,0,44,-318
49,0,7,-135
50,0,33,-242
51,0,22,-179
52,0,12,-169
53,0,11,-88
54,0,13,-95
55,0,27,-142
56,0,9,-25
57,0,14,-57
58,0,13,-138
59,0,7,-55
60,0,19,-186
61,0,8,-132
62,0,7,-94
63,0,7,-93
64,0,26,-204
65,0,7,-54
66,0,17,-182
67,0,9,-65
68,0,17,-170
69,0,5,-120
70,0,13,-134
71,0,6,-133
72,0,24,-211
73,0,4,-43
74,0,6,-30
75,0,6,-83
76,0,18,-103
77,0,4,-20
78,0,19,-124
79,0,9,-63
80,0,9,-77
81,0,53,-260
82,0,27,-139
83,0,7,-50
84,0,20,-185
85,0,35,-281
86,0,12,-111
87,0,16,-128
88,0,21,-125
89,0,23,-206
90,0,25,-198
91,0,4,-22
92,0,11,-106
93,0,4,-84
94,0,29,-201
95,0,6,-73
96,0,11,-143
97,0,9,-95
98,0,7,-57
99,0,4,-67
100,0,18,-207
101,0,6,-103
102,0,6,-2
103,0,11,-162
104,0,43,-337
105,0,63,-474
106,0,11,-118
107,0,7,-64
108,0,5,-92
109,0,11,-114
110,0,8,-67
111,0,11,-30
112,0,15,-142
113,0,10,-51
114,0,45,-298
115,0,6,-45
116,0,6,-107
117,0,9,-91
118,0,11,-163
119,0,9,-95
120,0,25,-213
121,0,7,-103
122,0,5,-52
123,0,15,-120
124,0,14,-179
125,0,12,-70
126,0,14,-158
127,0,11,-71
128,0,15,-70
129,0,17,-88
130,0,7,-103
131,0,9,-67
132,0,10,-60
133,0,18,-114
134,0,22,-155
135,0,11,-54
136,0,4,-70
137,0,6,-51
138,0,5,-79
139,0,5,-77
140,1,48,-417
141,0,4,-75
142,0,16,-100
143,0,8,-30
144,0,14,-188
145,0,12,-103
146,0,17,-136
147,0,19,-71
148,0,6,-64
149,0,5,-122
150,0,9,-68
151,0,5,-45
152,0,5,-31
153,0,16,-105
154,0,8,-74
155,0,22,-164
156,0,7,-90
157,0,11,-93
158,0,4,-24
159,0,44,-316
160,0,4,-83
161,0,7,-32
162,0,36,-285
163,0,6,-35
164,0,11,-115
165,0,4,-43
166,0,14,-110
167,0,30,-221
168,0,11,-58
169,0,5,-128
170,0,13,-186
171,0,9,-54
172,0,7,-45
173,0,22,-124
174,0,13,-96
175,0,5,-78
176,0,7,-83
177,0,19,-82
178,0,12,-72
179,0,6,-74
180,1,6,-22
181,0,5,-126
182,0,10,-54
183,0,20,-80
184,0,24,-146
185,0,8,-20
186,0,9,-76
187,0,38,-244
188,0,19,-124
189,0,4,-21
190,0,4,-64
191,0,4,-77
192,0,10,-58
193,0,4,-22
194,0,7,-47
195,0,5,-51
196,0,6,-47
197,0,4,-58
198,0,14,-190
199,0,11,-90
200,0,6,-109
201,0,7,-26
202,0,14,-138
203,0,6,-68
204,0,6,-111
205,0,6,-68
206,0,9,-84
207,0,19,-133
208,0,16,-105
209,0,16,-126
210,0,32,-232
211,0,10,-138
212,0,9,-54
213,0,9,-115
214,0,6,-45
215,0,10,-77
216,0,10,-129
217,0,12,-156
218,0,4,-2
219,0,5,-31
220,0,14,-125
221,0,7,-61
222,0,11,-123
223,0,10,-164
224,0,8,-90
225,0,7,-127
226,0,12,-74
227,0,8,8
228,0,6,-126
229,0,7,-77
230,0,4,-1
231,0,6,-63
232,0,6,-51
233,0,8,-133
234,0,4,-13
235,0,12,-59
236,0,15,-122
237,0,15,-73
238,0,7,-103
239,0,17,-139
240,0,9,-33
241,0,11,-63
242,0,8,-115
243,0,4,-43
244,0,7,-25
245,0,7,-97
246,0,18,-100
247,0,4,-64
248,0,7,-121
249,0,5,-119
250,0,6,-18
251,0,15,-45
252,0,21,-149
253,0,10,-110
254,0,6,-131
255,0,16,-67
256,0,4,6
257,0,8,-96
258,0,5,-56
259,0,4,-58
260,0,22,-182
261,0,8,-79
262,0,4,7
263,1,48,-438
264,0,9,-105
265,0,13,-106
266,0,7,-36
267,0,8,-44
268,0,16,-52
269,0,9,-88
270,0,12,-165
271,0,8,-134
272,0,9,-89
273,0,8,-122
274,0,4,-43
275,0,16,-92
276,0,4,-1
277,0,4,-16
278,0,7,-114
279,0,16,-150
280,0,6,-54
281,0,8,-74
282,0,8,-98
283,0,15,-106
284,0,10,-12
285,0,7,-58
286,0,9,-42
287,0,6,-32
288,0,9,-108
289,0,13,-61
290,0,6,-40
291,0,8,-93
292,0,10,-145
293,0,21,-74
294,0,6,-31
295,0,6,15
296,0,5,-129
297,0,4,-36
298,0,8,-124
299,0,5,-92
300,0,5,-77
301,0,6,-33
302,0,8,-61
303,0,18,-112
304,0,20,-150
305,0,6,-36
306,0,6,-80
307,0,6,-103
308,0,7,-143
309,0,9,-36
310,0,7,-51
311,0,10,-168
312,0,9,-105
313,0,5,-72
314,0,10,-141
315,0,42,-237
316,0,28,-140
317,0,5,-114
318,0,4,-36
319,0,24,-109
320,0,11,-99
321,0,8,-31
322,1,25,-210
323,1,34,-179
324,0,6,-35
325,4,54,-181
326,0,12,-67
327,0,37,-185
328,0,8,-56
329,0,11,-53
330,0,8,-55
331,0,8,-131
332,0,10,-94
333,0,4,-54
334,0,9,-125
335,0,7,-49
336,1,34,-117
337,0,5,-91
338,0,8,-45
339,0,10,-53
340,0,7,-101
341,0,13,-160
342,1,39,-231
343,0,10,-42
344,0,11,-81
345,0,7,-57
346,0,14,-125
347,0,12,-91
348,0,4,5
349,0,4,-21
350,0,17,-153
351,0,18,-175
352,0,6,-87
353,0,7,-26
354,1,27,-201
355,0,16,-28
356,0,5,-78
357,0,11,-76
358,0,5,-30
359,0,26,-208
360,0,4,-85
361,0,9,-82
362,0,4,35
363,0,16,-112
364,0,5,-79
365,0,7,-125
366,0,12,-92
367,0,10,-133
368,0,9,-149
369,1,40,-174
370,0,7,-90
371,0,7,-47
372,0,4,-84
373,0,8,-87
374,1,24,-61
375,0,9,-22
376,0,8,-83
377,0,6,-54
378,0,5,-21
379,0,8,-110
380,0,9,-83
381,0,25,-168
382,0,6,-51
383,0,8,-58
384,0,7,-81
385,0,11,-71
386,0,4,-3
387,0,6,17
388,0,12,-120
389,1,21,-155
390,0,10,-118
391,0,6,-107
