1,0,10,-130
2,0,11,-44
3,0,8,-59
4,0,10,-101
5,0,6,-34
6,0,59,-400
7,0,15,-32
8,0,11,-97
9,0,11,-93
10,0,8,-78
11,0,9,-82
12,0,6,-41
13,0,7,-110
14,0,7,-134
15,0,5,-79
16,0,6,-82
17,0,46,-312
18,0,27,-180
19,0,8,-2
20,0,13,-127
21,0,5,-54
22,0,55,-364
23,0,4,-37
24,0,10,-114
25,0,13,-102
26,0,15,-74
27,0,8,-83
28,0,12,-72
29,0,15,-101
30,0,17,-184
31,0,18,-110
32,0,27,-196
33,0,8,-68
34,0,21,-125
35,0,21,-173
36,0,6,-56
37,0,17,-240
38,0,9,-76
39,0,4,-22
40,0,15,-178
41,0,21,-116
42,0,19,-110
43,0,9,-103
44,0,17,-157
45,1,7,-151
46,0,6,-68
47,0,5,-99
48,0,4,-42
49,0,16,-57
50,0,4,-36
51,0,18,-196
52,0,15,-142
53,0,14,-128
54,0,20,-227
55,0,6,-65
56,1,19,-84
57,0,14,-122
58,0,4,-84
59,0,5,-22
60,0,16,-154
61,0,7,-77
62,0,5,-100
63,0,5,-105
64,0,4,-25
65,0,12,-179
66,0,4,-43
67,0,14,-156
68,1,23,-154
69,0,12,-150
70,0,13,-87
71,0,4,-90
72,0,6,-73
73,0,22,-169
74,0,5,-73
75,0,4,-51
76,0,16,-93
77,0,13,-119
78,0,9,-57
79,0,10,-101
80,0,7,-111
81,0,17,-171
82,0,21,-150
83,0,27,-166
84,0,14,-176
85,0,7,-72
86,0,5,-68
87,0,12,-124
88,0,6,3
89,0,7,-63
90,0,7,-112
91,0,9,-98
92,0,19,-164
93,0,17,-156
94,0,5,-73
95,0,12,-85
96,0,6,-48
97,0,8,-131
98,0,11,-93
99,0,21,-132
100,0,50,-345
101,0,28,-203
102,0,23,-13
103,0,16,-125
104,0,10,-116
105,0,31,-207
106,0,30,-168
107,0,12,-68
108,0,9,-68
109,1,59,-263
110,0,10,-77
111,0,9,-77
112,0,8,-72
113,0,13,-113
114,0,13,-133
115,0,7,-70
116,1,34,-167
117,0,18,-106
118,0,31,-228
119,0,4,-64
120,0,9,-164
121,0,12,-134
122,0,4,-84
123,3,35,-221
124,0,14,-116
125,0,11,-124
126,0,6,-68
127,0,5,-45
128,0,6,-62
129,0,5,-75
130,0,4,-51
131,0,7,-91
132,0,16,-88
133,0,6,-115
134,0,8,-84
135,0,9,-106
136,0,4,-9
137,0,4,-24
138,0,6,-48
139,0,15,-126
140,0,6,-44
141,0,14,-108
142,1,60,-310
143,0,5,-100
144,0,21,-98
