1,0,7,1,-139
2,0,14,1,-182
3,0,7,1,-100
4,0,46,1,-429
5,0,42,1,-286
6,0,14,1,-222
7,0,51,1,-473
8,0,9,1,-71
9,0,11,1,-132
10,0,12,1,-102
11,0,4,1,-115
12,0,9,1,-162
13,0,4,1,-115
14,0,10,1,-197
15,0,36,1,-409
16,0,24,1,-198
17,0,8,1,-125
18,0,20,1,-198
19,0,25,1,-209
20,0,5,1,-111
21,0,4,1,-113
22,0,20,1,-171
23,0,29,1,-264
24,0,7,1,-67
25,0,10,1,-181
26,0,12,1,-141
27,0,8,1,-156
28,0,6,1,-115
29,0,9,1,-118
30,0,9,1,-52
31,0,7,1,-164
32,0,4,1,-49
33,0,6,1,-95
34,0,8,1,-159
35,0,7,1,-76
36,0,42,1,-423
37,0,16,1,-195
38,0,7,1,-80
39,0,8,1,-91
40,0,14,1,-141
41,0,24,1,-249
42,0,5,1,-134
43,0,10,1,-171
44,0,10,1,-140
45,0,12,1,-181
46,0,8,1,-117
47,0,6,1,-101
48,0,23,1,-261
49,0,6,1,-141
50,0,14,1,-224
51,0,12,1,-187
52,0,7,1,-148
53,0,10,1,-103
54,0,17,1,-184
55,0,18,1,-224
56,0,4,1,-123
57,0,4,1,-75
58,0,13,1,-115
59,0,4,1,-112
60,0,20,1,-154
61,0,11,1,-132
62,0,5,1,-57
63,0,4,1,-123
64,0,5,1,-132
65,0,90,1,-679
66,0,12,1,-144
67,0,57,1,-505
68,0,19,1,-94
69,0,8,1,-101
70,0,6,1,-101
71,0,52,1,-388
72,0,7,1,-140
73,0,18,1,-222
74,0,11,1,-164
75,0,8,1,-127
76,0,30,1,-269
77,0,6,1,-82
78,0,14,1,-191
79,0,12,1,-162
80,0,4,1,-104
81,0,4,1,-110
82,0,10,1,-139
83,0,9,1,-148
84,0,37,1,-337
85,0,10,1,-137
86,0,6,1,-64
87,0,41,1,-353
88,0,9,1,-149
89,0,14,1,-199
90,0,13,1,-117
91,0,7,1,-50
92,0,6,1,-145
93,0,10,1,-160
94,0,11,1,-133
95,0,19,1,-232
96,0,6,1,-113
97,0,4,1,-59
98,0,11,1,-40
99,0,6,1,-129
100,0,17,1,-108
101,0,5,1,-93
102,0,6,1,-153
103,0,8,1,21
104,0,4,1,-112
105,0,9,1,-143
106,0,6,1,-153
107,0,7,1,-112
108,0,4,1,-66
109,0,15,1,-148
110,0,12,1,-186
111,0,8,1,-171
112,0,14,1,-117
113,0,4,1,-53
114,0,20,1,-199
115,0,30,1,-319
116,0,14,1,-198
117,0,16,1,-162
118,0,5,1,-138
119,0,30,1,-286
120,0,13,1,-204
121,0,8,1,-117
122,0,7,1,-113
123,0,8,1,-149
124,0,4,1,-59
125,0,11,1,-116
126,0,10,1,-152
127,0,9,1,-81
128,0,12,1,-179
129,0,16,1,-141
130,0,10,1,-145
131,0,11,1,-199
132,0,29,1,-298
133,0,14,1,-114
134,0,7,1,-140
135,0,22,1,-149
136,0,4,1,-107
137,0,9,1,-165
138,0,14,1,-207
139,0,8,1,-83
140,0,10,1,-164
141,0,10,1,-143
142,0,33,1,-318
143,0,8,1,-174
144,0,37,1,-291
145,0,22,1,-289
146,0,9,1,-150
147,0,12,1,-140
148,0,4,1,-59
149,0,11,1,-191
150,0,11,1,-108
151,0,8,1,-117
152,0,14,1,-134
153,0,4,1,-107
154,0,6,1,-71
155,0,15,1,-211
156,0,19,1,-215
157,0,8,1,-112
158,0,7,1,-119
159,0,4,1,-115
160,0,11,1,-184
161,0,4,1,-54
162,0,18,1,-165
163,0,18,1,-140
164,0,16,1,-191
165,0,5,1,-149
166,0,15,1,-209
167,0,21,1,-156
168,0,5,1,-111
169,0,22,1,-243
170,0,8,1,-109
171,0,17,1,-144
172,0,11,1,-90
173,0,6,1,-106
174,0,26,1,-233
175,0,8,1,-131
176,0,6,1,-146
177,0,29,1,-236
178,0,10,1,-52
179,0,6,1,-102
180,0,9,1,-110
181,0,5,1,-152
182,0,4,1,-117
183,0,4,1,-111
184,0,10,1,-124
185,0,16,1,-197
186,0,8,1,-175
187,0,18,1,-215
188,0,15,1,-202
189,0,4,1,-104
190,0,16,1,-166
191,0,9,1,-110
192,0,9,1,-122
193,0,66,0,-607
194,0,17,1,-250
195,0,7,1,-156
196,0,28,1,-299
197,0,4,1,-113
198,0,6,1,-126
199,0,7,1,-118
200,0,10,1,-181
201,0,6,1,-129
202,0,9,1,-134
203,0,17,1,-253
204,0,18,1,-180
205,0,7,1,-104
206,0,24,1,-281
207,0,13,1,-148
208,0,21,1,-236
209,0,4,1,-111
210,0,9,1,-114
211,0,18,1,-261
212,0,4,1,-54
213,0,27,1,-209
214,0,16,1,-182
215,0,4,1,-63
216,0,13,1,-146
217,0,4,1,-30
218,0,19,1,-61
219,0,13,1,-194
220,0,27,1,-268
221,0,16,1,-209
222,0,12,1,-183
223,0,37,1,-370
224,0,12,1,-129
225,0,6,1,-132
226,0,14,1,-182
227,0,36,1,-348
228,0,5,1,-159
229,0,48,1,-381
230,0,34,1,-273
231,0,45,1,-420
232,0,9,1,-168
233,0,5,1,-141
234,0,7,1,-164
235,0,13,1,-186
236,0,5,1,-159
237,0,23,1,-254
238,0,12,1,-123
239,0,11,1,-177
240,0,5,1,-109
241,0,15,1,-210
242,0,12,1,-191
243,0,25,1,-204
244,0,6,1,-135
245,0,6,1,-95
246,0,7,1,-130
247,0,6,1,-95
248,0,7,1,-90
249,0,20,1,-211
250,0,10,1,-111
251,0,24,1,-156
252,0,5,1,-136
253,0,4,1,-56
254,0,8,1,-149
255,0,9,1,-151
256,0,13,1,-203
257,0,12,1,-139
258,0,6,1,-95
259,0,6,1,-148
260,0,22,1,-159
261,0,4,1,-55
262,0,19,1,-220
263,0,21,1,-194
264,0,27,1,-222
265,0,21,1,-232
266,0,5,1,-97
267,0,22,1,-261
268,0,19,1,-218
269,0,5,1,-90
270,0,21,1,-154
271,0,29,1,-138
272,0,26,1,-245
273,0,4,1,-102
274,0,43,1,-390
275,0,30,1,-259
276,0,10,1,-168
277,0,30,1,-264
278,0,31,1,-229
279,0,6,1,-108
280,0,4,1,-115
281,0,4,1,-101
282,0,28,1,-262
283,0,4,1,-70
284,0,4,1,-62
285,0,10,1,-129
286,0,16,1,-151
287,0,5,1,-154
288,0,12,1,-195
289,0,26,1,-219
290,0,18,1,-217
291,0,14,1,-199
292,0,14,1,-172
293,0,5,1,-159
294,0,6,1,-145
295,0,4,1,-105
296,0,12,1,-131
297,0,13,1,-122
298,0,5,1,-104
299,0,24,1,-217
300,0,27,1,-214
301,0,5,1,-109
302,0,12,1,-94
303,0,21,1,-120
304,0,15,1,-148
305,0,6,1,-145
306,0,6,1,-160
307,0,15,1,-235
308,0,54,1,-462
309,0,10,1,-151
310,0,18,1,-222
311,0,14,1,-161
312,0,32,1,-209
313,0,37,1,-312
314,0,11,1,-54
315,0,11,1,-140
316,0,16,1,-85
317,0,16,1,-156
318,0,9,1,-174
319,0,4,1,-70
320,0,5,1,-159
321,0,19,1,-140
322,0,19,1,-194
323,0,16,1,-196
324,0,6,1,-95
325,0,29,1,-323
326,0,15,1,-112
327,0,8,1,-139
328,0,20,1,-186
329,0,37,1,-348
330,0,51,1,-481
331,0,13,1,-81
332,0,6,1,-129
333,0,25,1,-150
334,0,35,1,-376
335,0,10,1,-198
336,0,35,1,-364
337,0,28,1,-267
338,0,11,1,-122
339,0,21,1,-202
340,0,7,1,-164
341,0,17,1,-152
342,0,8,1,-117
343,0,5,1,-148
344,0,5,1,-154
345,0,4,1,-63
346,0,5,1,-154
347,0,14,1,-219
348,0,33,1,-329
349,0,7,1,-148
350,0,20,1,-257
351,0,8,1,-169
352,0,18,1,-233
353,0,40,1,-357
354,0,34,1,-267
355,0,6,1,-129
356,0,29,1,-299
357,0,11,1,-156
358,0,5,1,-103
359,0,10,1,-121
360,0,6,1,-95
361,0,6,1,-133
362,0,7,1,-87
363,0,34,1,-363
364,0,8,1,-153
365,0,22,1,-240
366,0,7,1,-118
367,0,14,1,-183
368,0,13,1,-207
369,0,8,1,-134
370,0,15,1,-162
371,0,27,1,-237
372,0,10,1,-171
373,0,5,1,-151
374,0,29,1,-276
375,0,6,1,-95
376,0,23,1,-225
377,0,10,1,-153
378,0,14,1,-180
379,0,7,1,-153
380,0,21,1,-225
381,0,9,1,-82
382,0,9,1,-175
383,0,28,1,-162
384,0,24,1,-299
385,0,8,1,-51
386,0,12,1,-135
387,0,8,1,-80
388,0,8,1,-38
389,0,6,1,-145
390,0,19,1,-184
391,0,47,1,-366
392,0,27,1,-233
393,0,7,1,-125
394,0,8,1,-155
395,0,16,1,-223
396,0,12,1,-177
397,0,6,1,-145
398,0,21,1,-172
399,0,6,1,-137
400,0,27,1,-179
401,0,6,1,-127
402,0,27,1,-289
403,0,6,1,-137
404,0,5,1,-147
405,0,8,1,-91
406,0,23,1,-210
407,0,8,1,-131
408,0,22,1,-223
409,0,30,1,-275
410,0,16,1,-200
411,0,11,1,-191
412,0,46,1,-381
413,0,35,1,-311
414,0,9,1,-92
415,0,5,1,-104
416,0,4,1,-72
417,0,9,1,-174
418,0,8,1,-141
419,0,12,1,-179
420,0,4,1,-111
421,0,5,1,-135
422,0,8,1,-124
423,0,7,1,-90
424,0,14,1,-115
425,0,6,1,-59
