1,0,22,-242
2,0,4,-75
3,0,17,-241
4,0,35,-305
5,0,11,-195
6,0,7,-138
7,0,7,-148
8,0,18,-187
9,0,28,-199
10,0,7,-171
11,0,8,-156
12,0,6,-114
13,0,22,-262
14,0,9,-111
15,0,19,-214
16,0,10,-181
17,0,6,-92
18,0,6,-122
19,0,4,-20
20,0,16,-157
21,0,12,-196
22,0,10,-184
23,0,24,-274
24,0,28,-256
25,0,10,-101
26,0,6,-104
27,0,7,-143
28,0,28,-180
29,0,18,-93
30,0,42,-386
31,0,9,-149
32,0,18,-119
33,0,23,-245
34,0,7,-107
35,0,22,-213
36,0,22,-223
37,0,14,-107
38,0,22,-255
39,0,4,-112
40,0,5,-151
41,1,96,-695
42,0,24,-128
43,0,10,-188
44,0,6,-114
45,0,5,-154
46,0,39,-415
47,0,19,-203
48,0,14,-147
49,0,19,-167
50,0,16,-235
51,0,16,-183
52,0,9,-169
53,0,9,-173
54,0,18,-210
55,0,4,-65
56,0,9,-177
57,0,32,-330
58,0,9,-116
59,0,10,-108
60,0,25,-240
61,0,5,-119
62,0,4,-120
63,0,16,-127
64,0,7,-146
65,0,22,-182
66,0,5,-121
67,0,5,-108
68,0,9,-147
69,0,10,-145
70,0,4,-80
71,0,11,-189
72,0,6,-148
73,0,10,-82
74,0,14,-196
75,0,24,-239
76,0,27,-304
77,0,9,-162
78,0,31,-281
79,0,17,-116
80,0,11,-169
81,0,27,-228
82,0,11,-131
83,0,5,-116
84,0,5,-108
85,0,10,-134
86,0,4,-67
87,0,7,-173
88,0,4,-128
89,0,10,-120
90,0,33,-291
91,0,10,-111
92,0,5,-146
93,0,11,-191
94,0,6,-152
95,0,11,-164
96,0,6,-105
97,0,5,-116
98,0,6,-145
99,0,11,-135
100,0,7,-156
101,0,26,-169
102,0,4,-107
103,0,17,-329
104,0,4,-75
105,0,7,-123
106,0,31,-384
107,0,22,-237
108,0,23,-221
109,0,10,-152
110,0,10,-162
111,0,26,-241
112,0,20,-230
113,0,45,-343
114,0,8,-174
115,0,73,-544
116,0,18,-116
117,0,19,-180
118,0,61,-547
119,0,11,-153
120,0,7,-141
121,0,5,-56
122,0,10,-139
123,0,19,-234
124,0,17,-185
125,0,10,-142
126,0,7,-100
127,0,8,-176
128,0,15,-140
129,0,18,-179
130,0,35,-343
131,0,31,-272
132,0,17,-276
133,0,12,-156
134,0,23,-239
135,0,6,-152
136,0,20,-166
137,0,6,-122
138,0,9,-119
139,0,12,-192
140,0,4,32
141,0,23,-271
142,0,11,-149
143,0,9,-89
144,0,42,-332
145,0,7,-98
146,0,12,-140
147,0,46,-340
148,0,5,-95
149,0,15,-211
150,0,24,-331
151,0,17,-167
152,0,45,-391
153,0,11,-157
154,0,51,-472
155,0,32,-270
156,0,42,-377
157,0,6,-162
158,0,5,-148
159,0,13,-217
160,0,12,-103
161,0,5,-121
162,0,16,-134
163,0,7,-75
164,0,12,-180
165,0,16,-203
166,0,14,-123
167,0,31,-305
168,0,19,-185
169,0,5,-100
170,0,11,-195
171,0,9,-165
172,0,5,-156
173,0,10,-158
174,0,50,-428
175,0,25,-315
176,0,13,-136
177,0,17,-238
178,0,22,-240
179,0,9,-169
180,0,19,-133
181,0,31,-307
182,0,12,-118
183,0,20,-172
184,0,12,-146
185,0,5,-104
186,0,12,-178
187,0,13,-145
188,0,11,-155
189,0,6,-170
190,0,5,-164
191,0,51,-343
192,0,5,-69
193,0,34,-221
194,0,7,-137
195,0,4,-123
196,0,19,-200
197,0,11,-163
198,0,15,-175
199,0,22,-232
200,0,12,-153
201,0,17,-230
202,0,14,-184
203,0,11,-170
204,0,10,-120
205,0,10,-126
206,0,16,-159
207,0,12,-204
208,0,11,-151
209,0,9,-54
210,0,11,-187
211,0,5,-148
212,0,6,-124
213,0,24,-226
214,0,20,-196
215,0,5,-156
216,0,47,-321
217,0,4,-75
218,0,9,-178
219,0,6,-145
220,0,12,-182
221,0,8,-128
222,0,5,-94
223,0,13,-237
224,0,4,-75
225,0,10,-162
226,0,7,-107
227,0,31,-304
228,0,11,-188
229,0,23,-316
230,0,8,-68
231,0,13,-207
232,0,19,-255
233,0,5,-114
234,0,18,-152
235,0,17,-209
236,0,15,-226
237,0,5,-106
238,0,12,-181
239,0,29,-316
240,0,6,-156
241,0,7,-115
242,0,4,-80
243,0,30,-364
244,0,6,-112
245,0,12,-184
246,0,4,-64
247,0,4,-75
248,0,7,-98
249,0,9,-168
250,0,14,-163
251,0,8,-144
252,0,24,-234
253,0,16,-116
254,0,16,-218
255,0,16,-186
256,0,12,-44
257,0,11,-116
