1,1,4
2,2,54
3,0,9
4,0,15
5,0,400
6,0,121
7,0,8
8,1,5
9,2,17
10,0,5
11,3,185
12,0,4
13,0,41
14,1,181
15,0,4
16,1,4
17,0,58
18,2,53
19,4,193
20,0,4
21,0,8
22,0,400
23,0,4
24,0,10
25,0,5
26,1,4
27,2,9
28,0,31
29,0,4
30,0,5
31,0,400
32,0,4
33,1,57
34,1,6
35,3,138
36,2,78
37,0,4
38,0,4
39,0,33
40,2,10
41,0,7
42,1,59
43,1,32
44,1,4
45,1,4
46,0,4
47,0,5
48,0,26
49,2,6
50,2,98
51,0,4
52,3,7
53,0,5
54,1,70
55,0,4
56,1,10
57,1,6
58,1,49
59,0,24
60,0,35
61,1,5
62,1,8
63,2,24
64,0,62
65,1,4
66,0,18
67,2,194
68,2,24
69,0,4
70,0,5
71,2,180
72,0,36
73,1,59
74,1,4
75,1,4
76,4,124
77,1,4
78,0,4
79,1,41
80,0,4
81,1,6
82,0,29
83,1,58
84,0,5
85,2,66
86,0,4
87,2,379
88,1,4
89,0,18
90,1,400
91,1,4
92,1,42
93,1,4
94,0,233
95,1,164
96,1,12
97,0,6
98,0,4
99,0,34
100,1,4
101,0,37
102,0,57
103,0,5
104,0,4
105,0,4
106,0,32
107,0,5
108,1,93
109,0,8
110,0,400
111,1,7
112,1,280
113,0,55
114,0,24
115,1,10
116,0,48
117,0,5
118,0,122
119,1,12
120,0,4
121,1,4
122,0,18
123,0,14
124,2,400
125,0,4
126,0,4
127,1,13
128,0,57
129,0,11
130,0,11
131,0,4
132,0,5
133,0,76
134,2,104
135,0,4
136,1,4
137,1,7
138,0,5
139,0,4
140,0,4
141,1,4
142,0,189
143,3,92
144,2,119
145,0,4
146,1,43
147,1,25
148,0,10
149,1,4
150,1,47
151,1,58
152,0,5
153,0,7
154,1,5
155,1,4
156,1,6
157,0,9
158,2,6
159,0,4
160,0,16
161,0,4
162,0,4
163,0,5
164,1,19
165,0,5
166,0,4
167,2,45
168,0,4
169,0,4
170,0,13
171,0,4
172,1,239
173,1,5
174,0,140
175,1,16
176,0,49
177,1,9
178,1,4
179,1,24
180,0,4
181,0,5
182,0,5
183,2,265
184,1,4
185,1,4
186,1,4
187,1,52
188,1,4
189,1,53
190,0,4
191,1,42
192,1,42
