1,13,200,0,-268
2,4,200,0,-800
3,12,200,0,-392
4,7,200,0,-520
5,11,119,1,-274
6,11,171,1,-376
7,10,200,0,-474
8,9,152,1,-608
9,9,200,0,-580
10,1,59,1,-418
11,6,113,1,-412
12,2,50,1,-256
13,10,200,0,-510
14,0,31,1,-280
15,6,48,1,-134
16,4,86,1,-404
17,2,8,1,-152
18,9,162,1,-482
19,7,200,0,-614
20,4,95,1,-502
21,3,32,1,-148
22,13,200,0,-184
23,4,147,1,-750
24,11,200,0,-488
25,10,200,0,-380
26,3,97,1,-546
27,15,200,0,-216
28,9,148,1,-490
29,8,140,1,-612
30,6,24,1,-40
31,5,71,1,-274
32,8,133,1,-556
33,6,135,1,-548
34,9,200,0,-592
35,4,37,1,-180
36,5,146,1,-606
37,4,124,1,-558
38,2,27,1,-216
39,4,61,1,-310
40,3,32,1,-122
41,15,200,0,-230
42,4,67,1,-274
43,8,111,1,-414
44,1,37,1,-312
45,3,39,1,-208
46,3,73,1,-380
47,5,27,1,-22
48,0,7,1,-156
49,2,48,1,-302
50,11,178,1,-560
51,13,200,0,-332
52,4,200,0,-818
53,8,81,1,-210
54,5,71,1,-260
55,14,200,0,-366
56,3,52,1,-310
57,3,78,1,-442
58,4,76,1,-400
59,3,40,1,-258
60,11,200,0,-510
61,10,163,1,-500
62,12,200,0,-402
63,1,6,1,-158
64,5,50,1,-226
65,5,104,1,-570
66,10,200,0,-636
67,3,98,1,-626
68,5,114,1,-594
69,3,174,1,-988
70,4,27,1,-124
71,0,8,1,-152
72,10,167,1,-578
73,9,200,0,-636
74,3,41,1,-304
75,13,200,0,-332
76,7,93,1,-254
77,18,200,0,-220
78,6,102,1,-420
79,7,86,1,-366
80,3,56,1,-342
81,9,200,0,-540
82,3,15,1,-56
83,8,200,0,-544
84,8,174,1,-730
85,9,200,0,-568
86,12,200,0,-484
87,3,73,1,-372
88,11,200,0,-450
89,5,200,0,-786
90,8,200,0,-496
91,6,200,0,-744
92,17,200,0,-254
93,1,10,1,-142
94,9,200,0,-536
95,12,200,0,-546
96,9,150,1,-488
97,6,200,0,-822
98,9,200,0,-726
99,0,15,1,-218
100,12,190,1,-650
101,4,124,1,-752
102,4,30,1,-134
103,4,90,1,-454
104,1,43,1,-280
105,6,100,1,-448
106,10,200,0,-512
107,8,200,0,-634
108,9,186,1,-890
109,3,200,0,-916
110,8,200,0,-640
111,1,49,1,-402
112,12,200,0,-562
113,14,200,0,-440
114,8,200,0,-622
115,3,108,1,-554
116,12,200,0,-366
117,9,200,0,-546
118,9,200,0,-546
119,4,200,0,-1056
120,2,18,1,-136
121,0,53,1,-424
122,9,200,0,-584
123,8,200,0,-710
124,10,190,1,-778
125,12,200,0,-512
126,5,200,0,-852
127,7,200,0,-694
128,11,200,0,-480
129,3,200,0,-944
130,6,200,0,-796
131,15,200,0,-268
132,10,200,0,-528
133,11,200,0,-508
134,5,200,0,-682
135,10,200,0,-538
136,17,200,0,-252
137,8,200,0,-640
138,1,10,1,-182
139,13,200,0,-460
140,6,200,0,-702
141,4,104,1,-636
142,5,200,0,-816
143,7,200,0,-866
144,12,186,1,-576
145,4,185,1,-1080
146,5,200,0,-692
147,10,200,0,-584
148,3,200,0,-944
149,16,200,0,-178
150,5,200,0,-890
151,7,159,1,-706
152,3,35,1,-240
153,12,200,0,-538
154,11,200,0,-572
155,13,200,0,-368
156,8,200,0,-474
157,4,200,0,-858
158,11,200,0,-574
159,12,200,0,-560
160,1,17,1,-176
161,12,200,0,-546
162,1,36,1,-300
163,10,200,0,-516
164,6,200,0,-720
165,7,200,0,-722
166,6,200,0,-840
167,8,200,0,-746
168,7,200,0,-836
169,6,200,0,-756
170,11,200,0,-542
171,7,200,0,-622
172,9,200,0,-738
173,13,200,0,-382
174,14,200,0,-354
175,3,167,1,-1002
176,6,200,0,-822
177,13,200,0,-504
178,5,200,0,-758
179,9,200,0,-640
180,11,109,1,-244
181,3,200,0,-990
182,1,51,1,-444
183,9,71,1,-232
184,4,200,0,-852
185,14,200,0,-352
186,12,200,0,-366
187,4,200,0,-1010
188,9,200,0,-760
189,8,200,0,-728
190,4,200,0,-944
191,7,200,0,-760
192,12,200,0,-564
193,6,200,0,-746
194,1,200,0,-1164
195,10,200,0,-590
196,3,115,1,-634
197,11,200,0,-584
198,1,200,0,-1002
199,2,200,0,-1096
200,17,200,0,-154
201,10,200,0,-682
202,15,200,0,-344
203,0,13,1,-216
204,10,200,0,-708
205,19,200,0,-92
206,12,174,1,-590
207,8,200,0,-660
208,7,200,0,-756
209,16,200,0,-314
210,7,200,0,-806
211,16,200,0,-272
212,7,200,0,-790
213,9,200,0,-770
214,8,200,0,-710
215,6,200,0,-724
216,7,200,0,-796
217,0,39,1,-348
218,9,200,0,-628
219,9,200,0,-818
220,5,200,0,-960
221,7,123,1,-412
222,11,200,0,-590
223,9,200,0,-690
224,9,200,0,-844
225,7,200,0,-778
226,13,200,0,-356
227,7,200,0,-718
228,6,200,0,-720
229,17,200,0,-276
230,9,200,0,-774
231,11,200,0,-562
232,10,200,0,-652
233,8,200,0,-718
234,8,200,0,-666
235,13,200,0,-388
236,11,200,0,-724
237,6,200,0,-928
238,15,200,0,-326
239,8,200,0,-690
240,8,200,0,-694
241,4,200,0,-968
242,7,200,0,-924
243,5,200,0,-874
244,8,200,0,-716
